Norway,Earth,1,7.53700017929077,7.59444482058287,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.315963834524155,0.36201223731041,2.27702665328979
Denmark,Earth,2,7.52199983596802,7.58172806486487,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.40077006816864,0.355280488729477,2.31370735168457
Iceland,Earth,3,7.50400018692017,7.62203047305346,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.153526559472084,0.475540220737457,2.32271528244019
Switzerland,Earth,4,7.49399995803833,7.56177242040634,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.367007285356522,0.290549278259277,2.2767162322998
Finland,Earth,5,7.4689998626709,7.52754207581282,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.38261154294014,0.24548277258873,2.4301815032959
Netherlands,Earth,6,7.3769998550415,7.42742584124207,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.282661825418472,0.470489829778671,2.29480409622192
Canada,Earth,7,7.31599998474121,7.38440283536911,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.287371516227722,0.435539722442627,2.18726444244385
New Zealand,Earth,8,7.31400012969971,7.3795104418695,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.382816702127457,0.500005125999451,2.0464563369751
Sweden,Earth,9,7.28399991989136,7.34409487739205,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.384398728609085,0.385399252176285,2.09753799438477
Australia,Earth,10,7.28399991989136,7.35665122494102,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.301183730363846,0.477699249982834,2.06521081924438
Israel,Earth,11,7.21299982070923,7.27985325649381,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.0852421000599861,0.330082654953003,2.80175733566284
Costa Rica,Earth,12,7.0789999961853,7.16811166629195,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.100106589496136,0.214613229036331,2.89863920211792
Austria,Earth,13,7.00600004196167,7.07066981211305,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.221060365438461,0.316472321748734,2.1385064125061
United States,Earth,14,6.99300003051758,7.07465674757957,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.135638788342476,0.392578780651093,2.2181134223938
Ireland,Earth,15,6.97700023651123,7.04335166752338,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.29838815331459,0.42785832285881,1.77386903762817
Germany,Earth,16,6.95100021362305,7.00538156926632,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.336269170045853,2.01576995849609
Belgium,Earth,17,6.89099979400635,6.95582075044513,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.251343131065369,0.231503337621689,2.12421035766602
Luxembourg,Earth,18,6.86299991607666,6.92368609987199,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,1.61951208114624
United Kingdom,Earth,19,6.71400022506714,6.78379176110029,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,1.70414352416992
Chile,Earth,20,6.65199995040894,6.73925056010485,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.0822879821062088,0.326662421226501,2.50958585739136
United Arab Emirates,Earth,21,6.64799976348877,6.72204730376601,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065,1.734703540802
Brazil,Earth,22,6.63500022888184,6.72546950161457,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.111092761158943,0.16234989464283,2.76926708221436
Czech Republic,Earth,23,6.60900020599365,6.68386246263981,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0368729270994663,0.0881067588925362,2.45186185836792
Argentina,Earth,24,6.59899997711182,6.69008508607745,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.059739887714386,0.109457060694695,2.61400532722473
Mexico,Earth,25,6.57800006866455,6.67114890769124,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.132774114608765,0.120990432798862,2.83715486526489
